grammatical_error,punctuation_mark,uppercase_letter,passive_sentence,positive_sentiment,negative_sentiment,positive_emotion,negative_emotion,modal_verb,strong_modal,weak_modal,avg_word_length,avg_sentence_length,log_word_count,fog_index,emotiveness
8,2.625,0.159,0.375,0.086,0.0,0.0,0.0,0.188,0.125,0.125,5.066,19.0,5.024,7.658,0.464
1,1.0,0.071,1.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,6.071,14.0,2.639,5.686,0.25
4,19.0,0.224,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,5.13,54.0,3.989,21.652,0.241
1,1.0,0.037,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,5.077,8.667,3.258,3.498,0.273
11,14.0,0.148,1.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,5.756,82.0,4.407,32.834,0.282
9,5.0,0.08,0.5,0.067,0.022,0.0,0.0,0.0,0.0,0.0,6.089,22.5,3.807,9.027,0.421
3,3.4,0.035,0.0,0.075,0.0,0.0,0.0,0.083,0.0,0.083,5.453,10.6,3.97,4.293,0.219
2,3,0.026,0.0,0.083,0.0,0.0,0.0,0,0,0,5.417,12.0,3.584,4.856,0.563
1,0.0,0.009,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.895,19.0,2.944,7.642,0.429
2,2.25,0.018,0.5,0.066,0.0,0.0,0.0,0.0,0.0,0.0,5.475,15.25,4.111,6.185,0.226
16,6.1,0.1,0.1,0.057,0.0,0.0,0.0,0.0,0.0,0.0,5.849,15.9,5.069,6.423,0.231
18,25.333,0.947,0.0,0.035,0.0,0.0,0.0,0.077,0.077,0.0,6.0,37.667,4.727,15.123,0.365
7,3.333,0.045,0.167,0.066,0.0,0.0,0.0,0.0,0.0,0.0,5.5,12.667,4.331,5.125,0.222
6,9.0,0.928,0.0,0.094,0.012,0.0,0.0,0.0,0.0,0.0,5.506,28.333,4.443,11.385,0.455
0,3.667,0.036,0.333,0.088,0.0,0.0,0.0,0.0,0.0,0.0,5.298,19.0,4.043,7.635,0.259
3,3.714,0.124,0.286,0.073,0.0,0.0,0.0,0.105,0.105,0.0,5.298,17.714,4.82,7.16,0.291
7,4.571,0.041,0.143,0.056,0.0,0.0,0.0,0.0,0.125,0.0,5.224,17.857,4.828,7.216,0.345
10,4.714,0.952,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,5.459,19.286,4.905,7.765,0.25
4,7.0,1.0,0.0,0.052,0.0,0.0,0.0,0.333,0.0,0.333,5.0,58.0,4.06,23.248,0.462
7,2.0,0.05,0.357,0.098,0.0,0.0,0.0,0.118,0.059,0.059,5.277,8.0,4.718,3.246,0.25
17,10.75,0.058,0.25,0.038,0.0,0.0,0.0,0.0,0.0,0.0,6.722,19.75,4.369,7.93,0.324
4,5.714,0.928,0.0,0.049,0.0,0.0,0.0,0.0,0.111,0.0,5.373,14.571,4.625,5.879,0.422
11,3.25,0.048,0.0,0.104,0.0,0.0,0.0,0.182,0.273,0.0,5.035,14.375,4.745,5.802,0.59
10,7.75,0.045,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,6.407,14.75,4.078,5.995,0.194
4,3.9,0.11,0.5,0.049,0.008,0.0,0.0,0.04,0.0,0.04,5.48,12.3,4.812,4.998,0.276
6,3.0,0.016,0.0,0.077,0.0,0.0,0.0,0.125,0.125,0.0,5.516,13.0,4.511,5.266,0.405
3,3.2,0.043,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,5.484,12.8,4.159,5.17,0.037
8,75.0,0.269,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,5.844,96.0,4.564,38.45,0.39
11,4.5,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.733,22.5,3.807,9.053,0.263
8,3.833,0.039,0.167,0.094,0.0,0.0,0.0,0.0,0.125,0.0,5.292,16.0,4.564,6.454,0.255
1,3.444,0.209,0.0,0.103,0.0,0.0,0.0,0.1,0.1,0.0,5.821,8.667,4.357,3.528,0.314
7,3.667,0.049,0.167,0.083,0.0,0.0,0.0,0.077,0.154,0.077,5.969,16.0,4.564,6.488,0.239
26,45.0,0.853,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,7.538,106.0,4.663,42.479,0.328
4,5.0,0.056,0.6,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.411,22.4,4.718,9.017,0.182
7,11.667,0.052,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,5.598,27.333,4.407,10.977,0.317
1,2.2,0.384,0.2,0.093,0.0,0.0,0.0,0.0,0.0,0.0,4.87,10.8,3.989,4.364,0.579
6,3.222,0.021,0.0,0.055,0.018,0.0,0.0,0.143,0.0,0.143,5.518,12.222,4.7,4.943,0.364
5,2.333,0.993,0.0,0.082,0.0,0.0,0.0,0.125,0.0,0.125,5.466,6.083,4.29,2.504,0.432
6,4.0,0.751,0.125,0.066,0.007,0.0,0.0,0.333,0.333,0.0,4.796,17.125,4.92,6.876,0.467
4,3.333,0.044,0.333,0.073,0.0,0.0,0.0,0.0,0.0,0.0,4.964,18.333,4.007,7.384,0.161
4,3.0,0.044,0.25,0.092,0.0,0.0,0.0,0.25,0.25,0.125,4.877,16.25,4.174,6.531,0.321
10,9.0,0.774,0.0,0.057,0.008,0.0,0.0,0.167,0.167,0.0,5.52,17.571,4.812,7.071,0.5
8,6.5,0.056,0.25,0.063,0.008,0.0,0.0,0.0,0.0,0.0,5.698,31.5,4.836,12.692,0.375
4,61.0,0.251,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5.741,81.0,4.394,32.444,0.441
5,18.0,0.025,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,6.333,51.0,3.932,20.471,0.36
13,8.667,0.925,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,6.145,11.5,4.234,4.629,0.242
4,5.0,0.082,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,6.088,34.0,3.526,13.624,0.333
13,10.625,0.141,0.125,0.046,0.0,0.0,0.0,0.083,0.083,0.083,5.575,19.125,5.03,7.723,0.298
6,10.5,0.186,0.5,0.051,0.013,0.0,0.0,0.125,0.0,0.125,5.679,39.0,4.357,15.672,0.27
3,10.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.828,29.0,3.367,11.641,0.308
6,4.25,0.046,0.5,0.091,0.0,0.0,0.0,0.0,0.0,0.0,5.927,13.75,4.007,5.544,0.226
1,1.0,0.046,1.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.438,16.0,2.773,6.45,0.1
6,7.333,0.896,0.0,0.117,0.0,0.0,0.0,0.133,0.0,0.2,5.417,34.333,4.635,13.784,0.439
6,11.0,0.083,0.333,0.071,0.012,0.0,0.0,0.0,0.125,0.0,5.179,28.0,4.431,11.257,0.293
6,6.0,0.325,0.0,0.11,0.0,0.0,0.0,0.571,0.286,0.286,5.373,29.5,4.771,11.854,0.286
12,1.8,0.173,0.067,0.097,0.0,0.0,0.0,0.056,0.056,0.0,6.513,5.133,5.037,2.144,0.431
1,11.0,0.047,1.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,5.944,36.0,3.584,14.478,0.222
8,15.0,0.059,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,6.066,30.5,4.111,12.246,0.565
1,3.5,0.108,0.25,0.043,0.0,0.0,0.0,0.0,0.0,0.0,5.174,11.5,3.829,4.67,0.19
5,6.0,0.061,0.5,0.171,0.0,0.0,0.0,0.0,0.0,0.0,6.571,17.5,3.555,7.057,0.5
9,4.556,0.039,0.111,0.121,0.0,0.0,0.0,0.0,0.0,0.0,5.956,10.111,4.511,4.124,0.319
12,6.0,0.607,0.5,0.079,0.0,0.0,0.0,0.333,0.333,0.0,6.222,31.5,4.143,12.651,0.611
1,1.333,0.22,0.333,0.111,0.056,0.0,0.0,0.0,0.0,0.0,5.056,6.0,2.89,2.444,0.375
14,9.0,0.945,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,6.976,41.0,3.714,16.449,0.364
1,1.0,0.031,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,6.063,16.0,2.773,6.45,0.2
3,1.667,0.032,0.333,0.068,0.0,0.0,0.0,0.0,0.0,0.0,5.614,14.667,3.784,5.93,0.263
5,9.0,0.051,0.5,0.047,0.0,0.0,0.0,0.0,0.0,0.0,5.25,32.0,4.159,12.875,0.286
12,20.0,0.102,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,6.472,53.0,3.97,21.223,0.233
3,3.0,0.046,0.091,0.053,0.0,0.0,0.0,0.067,0.0,0.067,5.14,10.364,4.736,4.198,0.308
5,73.0,0.274,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,5.744,90.0,4.5,36.053,0.302
5,7.5,0.028,0.0,0.098,0.0,0.0,0.0,0.0,0.0,0.0,6.373,25.5,3.932,10.286,0.5
16,6.636,0.138,0.091,0.036,0.009,0.0,0.0,0.091,0.0,0.182,5.536,10.182,4.718,4.123,0.4
7,5.5,0.21,0.25,0.054,0.0,0.0,0.0,0.5,0.5,0.0,5.973,18.5,4.304,7.449,0.375
4,5.25,0.065,0.25,0.076,0.0,0.0,0.0,0.0,0.0,0.0,5.561,16.5,4.19,6.661,0.294
2,3.0,0.014,0.2,0.067,0.0,0.0,0.0,0.0,0.0,0.0,5.827,15.0,4.317,6.069,0.306
9,6.0,0.121,1.0,0.09,0.015,0.0,0.0,0.429,0.286,0.143,5.672,67.0,4.205,26.83,0.321
11,3.75,0.108,0.5,0.059,0.013,0.0,0.0,0.077,0.0,0.077,4.758,19.125,5.03,7.684,0.327
0,3,0.041,0.0,0.154,0.0,0.0,0.0,0,0,0,5.692,13.0,2.565,5.292,1.0
12,7.0,0.06,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,7.595,18.5,3.611,7.465,0.2
7,5.167,0.089,0.333,0.052,0.0,0.0,0.0,0.0,0.0,0.0,5.351,16.167,4.575,6.525,0.405
2,1.6,0.034,0.0,0.102,0.02,0.0,0.0,0.0,0.0,0.0,4.796,9.8,3.892,3.969,0.292
3,2.333,0.062,0.0,0.056,0.011,0.0,0.0,0.25,0.25,0.0,4.944,15.0,4.5,6.053,0.516
9,8.5,0.065,0.75,0.015,0.008,0.0,0.0,0.111,0.0,0.111,5.595,32.75,4.875,13.161,0.259
3,2.0,0.067,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,3.807,3.662,0.35
1,2.0,0.083,0.25,0.095,0.0,0.0,0.0,0.0,0.0,0.0,5.143,10.5,3.738,4.257,0.444
3,3.0,0.15,0.167,0.047,0.012,0.0,0.0,0.714,0.429,0.429,4.788,14.167,4.443,5.723,0.483
4,2.5,0.03,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,5.339,10.333,4.127,4.178,0.345
5,3.5,0.101,0.0,0.014,0.0,0.0,0.0,0.2,0.0,0.2,4.812,17.25,4.234,6.929,0.12
10,15.5,0.067,0.0,0.038,0.0,0.0,0.0,0.0,0.125,0.0,6.596,26.0,3.951,10.462,0.364
4,6.4,0.061,0.2,0.105,0.008,0.0,0.0,0.125,0.125,0.125,5.113,26.6,4.89,10.685,0.316
5,2.6,0.085,0.4,0.019,0.01,0.0,0.0,0.0,0.0,0.0,5.485,20.6,4.635,8.306,0.264
6,6.667,0.042,0.333,0.059,0.0,0.0,0.0,0.0,0.0,0.0,5.206,22.667,4.22,9.12,0.229
5,1.889,0.051,0.111,0.052,0.0,0.0,0.0,0.0,0.0,0.0,5.461,12.778,4.745,5.174,0.196
8,8.0,0.064,0.333,0.034,0.0,0.0,0.0,0.0,0.0,0.0,7.034,19.667,4.078,7.962,0.444
4,4.0,0.035,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,5.289,19.0,3.638,7.674,0.667
2,3.0,0.034,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,5.932,8.8,3.784,3.611,0.3
13,10.2,0.133,0.2,0.071,0.008,0.0,0.0,0.0,0.0,0.0,6.095,25.2,4.836,10.159,0.328
8,1.933,0.077,0.2,0.077,0.0,0.0,0.0,0.056,0.056,0.0,4.895,9.533,4.963,3.864,0.221
8,7.2,0.978,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,6.044,22.8,4.736,9.19,0.276
3,3.0,0.052,0.2,0.071,0.0,0.0,0.0,0.4,0.4,0.0,4.619,16.8,4.431,6.753,0.469
5,3.0,0.079,0.667,0.03,0.0,0.0,0.0,0.167,0.0,0.167,5.09,22.333,4.205,8.957,0.25
3,1.667,0.095,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,5.25,6.0,3.584,2.467,0.167
6,17.5,0.058,0.5,0.084,0.0,0.0,0.0,0.0,0.111,0.0,5.21,59.5,4.779,23.854,0.326
3,1.2,0.026,0.2,0.097,0.0,0.0,0.0,0.0,0.0,0.0,5.677,12.4,4.127,5.012,0.269
5,3.75,0.16,0.75,0.087,0.006,0.0,0.0,0.0,0.0,0.0,5.0,20.125,5.081,8.117,0.423
12,11.0,0.133,0.2,0.07,0.008,0.0,0.0,0.0,0.0,0.0,6.047,25.6,4.852,10.318,0.328
0,3.5,0.145,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,5.429,7.0,2.639,2.886,0.571
5,5.0,0.144,0.25,0.098,0.0,0.0,0.0,0.0,0.0,0.0,5.293,23.0,4.522,9.248,0.395
7,3.714,0.11,0.143,0.091,0.02,0.0,0.0,0.0,0.143,0.0,5.061,14.143,4.595,5.702,0.613
5,14.0,0.05,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.633,30.0,3.401,12.053,0.167
8,4.0,0.039,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,5.616,14.6,4.29,5.9,0.324
2,1,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,4.636,11.0,2.398,4.436,0.4
19,3.5,0.097,0.083,0.023,0.011,0.0,0.0,0.045,0.045,0.0,5.701,14.5,5.159,5.844,0.294
0,0.0,0.113,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,6.455,11.0,2.398,4.509,0.286
4,9.333,0.191,0.333,0.081,0.0,0.0,0.0,0.0,0.0,0.0,5.484,20.667,4.127,8.318,0.242
6,65.0,0.293,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,5.646,79.0,4.369,31.651,0.314
4,7.6,0.933,0.0,0.038,0.013,0.0,0.0,0.0,0.0,0.0,5.443,15.8,4.369,6.401,0.303
1,3.625,0.219,0.0,0.097,0.0,0.0,0.0,0.111,0.111,0.0,5.764,9.0,4.277,3.656,0.257
2,2.0,0.326,0.222,0.027,0.014,0.0,0.0,0.0,0.0,0.0,5.0,8.111,4.29,3.283,0.625
6,4.4,0.03,0.1,0.046,0.0,0.0,0.0,0.357,0.357,0.071,4.977,17.4,5.159,6.992,0.351
3,3.5,0.857,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,5.5,18.0,4.277,7.244,0.267
1,2.0,0.018,0.333,0.043,0.0,0.0,0.0,0.0,0.0,0.0,4.681,15.667,3.85,6.309,0.13
7,8.5,0.045,0.5,0.085,0.012,0.0,0.0,0.0,0.0,0.0,6.183,41.0,4.407,16.473,0.457
2,4.0,0.292,0.0,0.063,0.063,0.0,0.0,0.0,0.0,0.0,5.906,10.667,3.466,4.367,0.333
19,4.375,0.061,0.25,0.082,0.005,0.0,0.0,0.0,0.0,0.0,5.99,24.5,5.278,9.88,0.393
1,1.333,0.049,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,5.553,7.833,3.85,3.193,0.167
3,3.5,0.085,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,6.077,13.0,3.951,5.292,0.5
0,1,0.023,0.0,0.0,0.0,0.0,0.0,0,0,0,4.889,9.0,2.197,3.644,0.0
1,2.5,0.059,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,5.21,10.333,4.127,4.198,0.28
3,4.75,0.346,0.0,0.111,0.0,0.0,0.0,0.5,0.5,0.0,5.778,4.5,2.89,1.822,0.8
2,1.0,0.251,0.0,0.091,0.0,0.0,0.0,0.0,0.167,0.0,5.159,11.0,3.784,4.464,0.143
0,2.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,10.0,2.303,4.08,0.5
1,2.5,0.045,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,5.895,9.5,3.638,3.905,0.444
5,4.375,0.04,0.125,0.141,0.0,0.0,0.0,0.067,0.067,0.0,5.585,17.75,4.956,7.154,0.567
13,12.25,0.187,0.25,0.07,0.008,0.0,0.0,0.0,0.0,0.0,6.133,32.0,4.852,12.881,0.319
12,2.444,0.071,0.111,0.053,0.024,0.0,0.0,0.0,0.0,0.0,4.871,6.296,5.136,2.561,0.286
2,1.714,0.021,0.286,0.037,0.0,0.0,0.0,0.091,0.182,0.0,5.324,15.429,4.682,6.212,0.175
2,2.75,0.048,0.0,0.088,0.0,0.0,0.0,0.0,0.5,0.0,5.474,14.25,4.043,5.784,0.5
7,11.0,0.976,0.0,0.063,0.018,0.0,0.0,0.0,0.111,0.0,5.143,56.0,4.718,22.439,0.318
4,4.0,0.033,0.333,0.184,0.013,0.0,0.0,0.0,0.0,0.0,5.526,25.333,4.331,10.217,0.379
3,2.8,0.036,0.2,0.043,0.0,0.0,0.0,0.4,0.0,0.4,4.797,13.8,4.234,5.572,0.4
4,3.2,0.034,0.2,0.063,0.0,0.0,0.0,0.444,0.333,0.333,4.615,19.2,4.564,7.722,0.273
3,3.333,0.036,0.167,0.095,0.0,0.0,0.0,0.077,0.154,0.0,5.295,17.5,4.654,7.053,0.405
3,24.0,0.963,0.0,0.021,0.0,0.0,0.0,0.167,0.167,0.0,5.511,47.0,3.85,18.851,0.16
5,15.5,0.049,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.333,5.368,34.0,4.22,13.624,0.538
1,11.0,0.046,0.0,0.044,0.0,0.0,0.0,0.125,0.0,0.125,5.311,45.0,3.807,18.044,0.2
3,1.429,0.04,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,5.339,8.0,4.025,3.221,0.391
1,1.286,0.035,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,5.756,6.429,3.807,2.625,0.273
4,4.2,0.026,0.0,0.096,0.014,0.0,0.0,0.0,0.0,0.0,5.726,14.6,4.29,5.906,0.368
4,2.5,0.03,0.125,0.103,0.0,0.0,0.0,0.143,0.0,0.143,5.567,12.125,4.575,4.916,0.381
2,9.5,0.035,0.5,0.089,0.018,0.0,0.0,0.0,0.0,0.0,5.643,28.0,4.025,11.229,0.259
10,8.0,0.191,0.0,0.069,0.011,0.0,0.0,0.2,0.0,0.2,5.011,21.75,4.466,8.732,0.4
1,16.0,0.015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.115,52.0,3.951,20.838,0.172
11,6.167,0.955,0.0,0.067,0.0,0.0,0.0,0.0,0.143,0.0,5.415,22.5,4.905,9.062,0.254
2,2.125,0.979,0.0,0.153,0.0,0.0,0.0,0.143,0.0,0.143,5.506,10.625,4.443,4.325,0.538
7,60.0,0.277,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,5.813,80.0,4.382,32.06,0.419
5,2.667,0.201,0.333,0.074,0.0,0.0,0.0,0.2,0.2,0.0,5.206,22.667,4.22,9.173,0.128
5,1.667,0.051,0.0,0.03,0.01,0.0,0.0,0.071,0.071,0.071,5.822,5.611,4.615,2.312,0.277
11,14.0,0.069,0.0,0.042,0.0,0.0,0.0,0.0,0.167,0.0,6.958,24.0,3.871,9.658,0.348
8,3.143,0.02,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0,5.742,8.857,4.127,3.594,0.355
0,2.25,0.031,0.125,0.04,0.0,0.0,0.0,0.2,0.2,0.1,5.152,12.375,4.595,5.007,0.553
7,5.2,0.942,0.0,0.072,0.012,0.0,0.0,0.0,0.0,0.0,6.036,16.6,4.419,6.698,0.444
4,4.0,0.056,0.2,0.02,0.01,0.0,0.0,0.222,0.0,0.222,5.306,19.6,4.585,7.885,0.195
2,13.0,0.044,1.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,5.232,56.0,4.025,22.443,0.292
4,4.0,0.076,0.25,0.034,0.0,0.0,0.0,0.0,0.0,0.0,5.586,14.5,4.06,5.855,0.455
7,5.2,0.051,0.4,0.037,0.0,0.0,0.0,0.0,0.0,0.0,5.763,16.0,4.382,6.455,0.174
1,6.0,0.017,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,5.393,18.667,4.025,7.517,0.321
14,11.0,0.123,0.5,0.014,0.014,0.0,0.0,0.333,0.333,0.0,5.5,37.0,4.304,14.816,0.458
10,6.5,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.162,18.5,3.611,7.432,0.643
18,6.6,0.158,0.3,0.035,0.0,0.0,0.0,0.12,0.08,0.04,5.523,17.2,5.147,6.936,0.263
6,3.833,0.196,0.167,0.084,0.0,0.0,0.0,0.0,0.0,0.0,5.012,13.833,4.419,5.577,0.517
4,6.0,0.098,0.0,0.077,0.0,0.0,0.0,0.143,0.143,0.0,5.359,29.25,4.762,11.768,0.288
3,1.5,0.029,0.5,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.375,16.0,3.466,6.425,0.5
3,4.857,0.16,0.143,0.047,0.009,0.0,0.0,0.091,0.0,0.091,4.991,15.286,4.673,6.163,0.405
5,4.083,0.071,0.083,0.055,0.0,0.0,0.0,0.0,0.0,0.0,5.218,9.167,4.7,3.703,0.145
2,4.167,0.019,0.5,0.051,0.0,0.0,0.0,0.0,0.0,0.0,4.971,23.0,4.927,9.255,0.25
1,3.6,0.012,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.383,12.0,4.094,4.853,0.455
9,9.0,0.949,0.0,0.063,0.0,0.0,0.0,0.083,0.0,0.083,5.25,42.667,4.852,17.107,0.19
2,1.0,0.08,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,5.5,16.0,2.773,6.45,0.25
3,26.0,0.945,0.0,0.024,0.0,0.0,0.0,0.2,0.2,0.0,5.524,42.0,3.738,16.848,0.238
15,11.333,0.126,0.333,0.068,0.0,0.0,0.0,0.0,0.0,0.0,6.125,29.333,4.477,11.797,0.677
1,4.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,10.0,2.303,4.0,0.0
0,1.5,0.018,0.25,0.133,0.0,0.0,0.0,0.333,0.333,0.0,5.467,7.5,3.401,3.093,0.545
7,5.25,0.024,0.25,0.079,0.0,0.0,0.0,0.0,0.0,0.0,6.397,15.75,4.143,6.402,0.414
4,21.333,0.293,0.0,0.071,0.0,0.0,0.0,0.0,0.2,0.0,6.0,32.667,4.585,13.144,0.409
4,2.286,0.049,0.429,0.099,0.014,0.0,0.0,0.125,0.125,0.0,5.225,10.143,4.263,4.114,0.323
7,4.0,0.06,0.1,0.073,0.007,0.0,0.0,0.0,0.0,0.0,5.212,13.7,4.92,5.547,0.472
2,4.333,0.059,0.333,0.105,0.0,0.0,0.0,0.0,0.0,0.0,5.684,12.667,3.638,5.162,0.353
2,4.0,0.188,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,5.31,14.5,3.367,5.841,0.267
5,1.889,0.039,0.222,0.069,0.0,0.0,0.0,0.083,0.083,0.0,4.922,11.333,4.625,4.561,0.282
13,3.222,0.241,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,7.354,7.222,4.174,2.938,0.414
6,4.25,0.033,0.25,0.09,0.0,0.0,0.0,0.1,0.1,0.1,5.462,19.5,4.357,7.892,0.324
9,71.0,0.269,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.667,99.0,4.595,39.653,0.395
0,3.0,0.154,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,5.306,12.25,3.892,4.941,0.231
10,11.0,0.135,0.667,0.08,0.0,0.0,0.0,0.0,0.0,0.0,5.885,37.667,4.727,15.102,0.345
2,2.2,0.018,0.4,0.035,0.0,0.0,0.0,0.0,0.0,0.0,5.596,11.4,4.043,4.637,0.304
4,2.5,0.03,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,5.29,10.333,4.127,4.178,0.393
9,3.2,0.263,0.2,0.008,0.008,0.0,0.0,0.0,0.0,0.0,4.847,12.4,4.82,4.999,0.22
2,2.0,0.031,0.0,0.096,0.019,0.0,0.0,0.2,0.2,0.0,6.058,10.4,3.951,4.237,0.48
8,3.571,0.946,0.0,0.024,0.012,0.0,0.0,0.0,0.0,0.0,4.541,12.143,4.443,4.9,0.333
3,4.8,0.035,0.0,0.027,0.0,0.0,0.0,0.75,0.25,0.75,4.625,22.4,4.718,9.01,0.356
8,3.8,0.043,0.2,0.036,0.0,0.0,0.0,0.222,0.0,0.222,4.94,16.8,4.431,6.749,0.243
10,4.167,0.067,0.167,0.043,0.0,0.0,0.0,0.0,0.0,0.0,5.757,11.667,4.248,4.735,0.258
6,3.375,0.036,0.0,0.065,0.0,0.0,0.0,0.167,0.167,0.0,6.355,7.75,4.127,3.203,0.483
11,16.0,0.101,0.0,0.079,0.016,0.0,0.0,0.0,0.0,0.0,6.397,31.5,4.143,12.657,0.379
3,5.75,0.045,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,6.14,12.5,3.912,5.088,0.417
0,1.857,0.051,0.143,0.083,0.0,0.0,0.0,0.0,0.167,0.0,5.267,8.571,4.094,3.515,0.682
3,7.0,0.053,1.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.875,32.0,3.466,12.813,0.2
1,4.0,0.049,0.25,0.082,0.0,0.0,0.0,0.0,0.0,0.0,5.049,15.25,4.111,6.152,0.172
6,2.077,0.036,0.077,0.071,0.013,0.0,0.0,0.083,0.083,0.083,5.208,11.846,5.037,4.809,0.446
9,4.333,0.142,0.167,0.043,0.0,0.0,0.0,0.071,0.0,0.071,5.978,15.333,4.522,6.211,0.31
1,1.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286,7.0,2.639,2.857,0.286
6,1.909,0.047,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,5.474,7.091,4.357,2.893,0.333
6,9,0.2,0.0,0.125,0.0,0.0,0.0,0,0,0,13.75,8.0,2.079,3.25,0.6
8,2.889,0.047,0.333,0.068,0.017,0.0,0.0,0.167,0.0,0.167,5.127,13.111,4.771,5.295,0.152
7,5.667,0.102,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,6.081,24.667,4.304,9.942,0.333
8,16.5,0.328,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,5.573,37.5,4.317,15.059,0.2
12,20.0,0.05,1.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,7.318,44.0,3.784,17.636,0.706
1,2.0,0.16,0.0,0.119,0.017,0.0,0.0,0.0,0.333,0.0,4.983,6.556,4.078,2.69,0.28
8,3.75,0.123,0.75,0.037,0.018,0.0,0.0,0.2,0.0,0.2,5.165,27.25,4.691,10.951,0.368
4,2.5,0.075,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,5.145,15.5,4.127,6.258,0.348
24,6.833,0.219,0.0,0.057,0.0,0.0,0.0,0.0,0.1,0.0,6.828,14.5,4.466,5.878,0.265
0,4.5,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,15.5,3.434,6.239,0.118
11,10.6,0.145,0.2,0.05,0.014,0.0,0.0,0.0,0.0,0.0,5.539,28.2,4.949,11.337,0.266
